feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-1.6402460139545616,1.3495680662954384,-2.4229936685797306,-1.3489252144932555,0.5412277838475358,3.753244320966642,-1.1280198108938235,1.7361163296270936,-0.042302106479992344,-2.290278195693584,0
1.7190654226740518,0.115965993086935,0.8948121529401436,0.6787981527924805,-1.8334473411343302,1.8618994531449538,-1.0077155589906335,-2.4368380658058366,0.8874800519297257,2.3649911034758047,1
-0.5070459277660755,0.5898776160510291,3.2794347714787335,0.8523375820580139,0.9252721640059354,1.3191973480449168,-0.6084937685206474,6.034551251280263,0.9634558717204744,0.5768535424170493,1
1.0669415002015286,-1.3354305975969731,3.6628290027286368,1.9079669266368087,0.04970814455331118,2.4995058246529487,1.288958640298848,-2.2056569575214833,0.22274924178874314,0.4104499004492457,1
-1.4602958537333506,1.2621542236613548,-3.750005662574374,-0.8973913268311786,0.6448485676582918,3.6758281006867644,-0.8423587502939704,-0.17268734214205494,-2.4931882403776093,-0.8212469579296136,0
-2.101502722572684,0.6494359050731549,1.2975751571152523,0.21377260368754086,-2.0250485272198944,-4.215971445320684,2.4190236231011744,-1.3984418818172673,0.5471781439362066,-2.3499094635691895,1
-3.0387831713963163,0.11206023581217957,1.1803728051883908,-0.033465524558903954,-0.2697995596852307,-2.0944058245978914,-1.0646677514966658,1.9713254552359565,0.343451750204314,-2.125475219280745,1
0.46260472884554216,0.964518581136095,1.7564544444777508,0.7678534562018082,-0.21710210711335431,-0.26653230211929957,-0.15932774283231033,-2.6913355097430443,0.33324561734818325,1.2802791489201537,1
-2.6148614844872635,-0.6876288755781856,1.7734047828245347,-1.6331507679549078,0.5646315491637114,-2.4414439308834384,1.3319173156387931,1.7577641032550253,-0.11942141570087117,-1.5355855026192011,1
0.44419939674552533,-0.7425865972230673,0.8793256776774849,0.21229132147923174,-1.9262319517224968,0.8100797777781987,-0.26997506575898067,4.611522179469674,-0.4625307901256981,-1.1473291799919407,0
-3.5770425116574374,1.1710375809529685,-0.15659002504100994,0.6807366330247255,-0.4716179415685313,1.523173750933267,-1.0130241600815344,2.8218697884291246,-1.6118803653995362,-1.3252526398893734,0
